method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000011,,0.022794348508634155,,0.5627943485086342
MinHash,100.0,,,400.0,,0.000018,,0.002794348508634137,,0.5627943485086342
MinHash,200.0,,,800.0,,0.000033,,0.007794348508634141,,0.5627943485086342
MinHash,300.0,,,1200.0,,0.000050,,0.012794348508634146,,0.5627943485086342
MinHash,400.0,,,1600.0,,0.000070,,0.03779434850863417,,0.5627943485086342
MinHash,500.0,,,2000.0,,0.000091,,0.024794348508634156,,0.5627943485086342
MinHash,600.0,,,2400.0,,0.000107,,0.029461015175300864,,0.5627943485086342
MinHash,700.0,,,2800.0,,0.000130,,0.022794348508634155,,0.5627943485086342
MinHash,800.0,,,3200.0,,0.000146,,0.009044348508634226,,0.5627943485086342
MinHash,900.0,,,3600.0,,0.000180,,0.011683237397523083,,0.5627943485086342
MinHash,1000.0,,,4000.0,,0.000185,,0.013794348508634147,,0.5627943485086342
MinHash,1100.0,,,4400.0,,0.000205,,0.005521621235906937,,0.5627943485086342
MinHash,1200.0,,,4800.0,,0.000224,,0.011127681841967552,,0.5627943485086342
MinHash,1300.0,,,5200.0,,0.000245,,0.011255886970172657,,0.5627943485086342
MinHash,1400.0,,,5600.0,,0.000264,,0.012794348508634146,,0.5627943485086342
MinHash,1500.0,,,6000.0,,0.000282,,0.012794348508634146,,0.5627943485086342
MinHash,1600.0,,,6400.0,,0.000301,,0.015294348508634203,,0.5627943485086342
MinHash,1700.0,,,6800.0,,0.000322,,0.014559054390987147,,0.5627943485086342
MinHash,1800.0,,,7200.0,,0.000342,,0.015016570730856382,,0.5627943485086342
MinHash,1900.0,,,7600.0,,0.000361,,0.0170048748244237,,0.5627943485086342
MinHash,2000.0,,,8000.0,,0.000380,,0.016294348508634204,,0.5627943485086342
CountMinSketch,,25.0,2.0,,142.0,,0.000010,,0.07118185173757019,0.5627943485086342
CountMinSketch,,50.0,2.0,,195.0,,0.000020,,0.04479547789427252,0.5627943485086342
CountMinSketch,,100.0,2.0,,231.0,,0.000036,,0.04026523281181671,0.5627943485086342
CountMinSketch,,150.0,2.0,,267.0,,0.000056,,0.022396734293913534,0.5627943485086342
CountMinSketch,,200.0,2.0,,271.0,,0.000077,,0.024292140132258555,0.5627943485086342
CountMinSketch,,250.0,2.0,,299.0,,0.000098,,0.0061575821454241675,0.5627943485086342
CountMinSketch,,300.0,2.0,,312.0,,0.000118,,0.022396734293913534,0.5627943485086342
CountMinSketch,,350.0,2.0,,332.0,,0.000140,,0.0012276467780900635,0.5627943485086342
CountMinSketch,,400.0,2.0,,329.0,,0.000164,,0.012987210652426362,0.5627943485086342
CountMinSketch,,450.0,2.0,,353.0,,0.000181,,0.011118694969626697,0.5627943485086342
CountMinSketch,,500.0,2.0,,370.0,,0.000206,,0.0024572238184098483,0.5627943485086342
CountMinSketch,,550.0,2.0,,386.0,,0.000228,,0.0,0.5627943485086342
CountMinSketch,,600.0,2.0,,391.0,,0.000251,,0.022396734293913534,0.5627943485086342
CountMinSketch,,650.0,2.0,,415.0,,0.000269,,0.0,0.5627943485086342
CountMinSketch,,700.0,2.0,,427.0,,0.000290,,0.0012276467780900635,0.5627943485086342
CountMinSketch,,750.0,2.0,,436.0,,0.000316,,0.0018421937310514336,0.5627943485086342
CountMinSketch,,800.0,2.0,,448.0,,0.000338,,0.009254605301077579,0.5627943485086342
CountMinSketch,,850.0,2.0,,465.0,,0.000354,,0.0012276467780900635,0.5627943485086342
CountMinSketch,,900.0,2.0,,470.0,,0.000397,,0.011118694969626697,0.5627943485086342
CountMinSketch,,950.0,2.0,,494.0,,0.000397,,0.0,0.5627943485086342
CountMinSketch,,1000.0,2.0,,495.0,,0.000419,,0.0024572238184098483,0.5627943485086342
