method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000011,,0.00837320574162681,,0.9916267942583732
MinHash,100.0,,,400.0,,0.000019,,0.00837320574162681,,0.9916267942583732
MinHash,200.0,,,800.0,,0.000033,,0.00837320574162681,,0.9916267942583732
MinHash,300.0,,,1200.0,,0.000051,,0.005039872408293511,,0.9916267942583732
MinHash,400.0,,,1600.0,,0.000071,,0.0058732057416268635,,0.9916267942583732
MinHash,500.0,,,2000.0,,0.000091,,0.006373205741626808,,0.9916267942583732
MinHash,600.0,,,2400.0,,0.000112,,0.0017065390749601006,,0.9916267942583732
MinHash,700.0,,,2800.0,,0.000131,,0.0026589200273411384,,0.9916267942583732
MinHash,800.0,,,3200.0,,0.000153,,0.0021232057416268324,,0.9916267942583732
MinHash,900.0,,,3600.0,,0.000171,,0.0017065390749601006,,0.9916267942583732
MinHash,1000.0,,,4000.0,,0.000188,,0.0003732057416268031,,0.9916267942583732
MinHash,1100.0,,,4400.0,,0.000210,,0.0011004784688994906,,0.9916267942583732
MinHash,1200.0,,,4800.0,,0.000230,,0.000873205741626859,,0.9916267942583732
MinHash,1300.0,,,5200.0,,0.000248,,0.0014501288185498895,,0.9916267942583732
MinHash,1400.0,,,5600.0,,0.000269,,0.0012303485987696927,,0.9916267942583732
MinHash,1500.0,,,6000.0,,0.000290,,0.0010398724082935074,,0.9916267942583732
MinHash,1600.0,,,6400.0,,0.000308,,0.00024820574162676134,,0.9916267942583732
MinHash,1700.0,,,6800.0,,0.000329,,0.000726146918097359,,0.9916267942583732
MinHash,1800.0,,,7200.0,,0.000349,,3.987240829350647e-05,,0.9916267942583732
MinHash,1900.0,,,7600.0,,0.000369,,4.7846889952185556e-05,,0.9916267942583732
MinHash,2000.0,,,8000.0,,0.000401,,0.0003732057416268031,,0.9916267942583732
CountMinSketch,,25.0,2.0,,38.0,,0.000011,,0.0011918771958457919,0.9916267942583732
CountMinSketch,,50.0,2.0,,48.0,,0.000019,,0.0005957603333108796,0.9916267942583732
CountMinSketch,,100.0,2.0,,60.0,,0.000036,,0.0005957603333108796,0.9916267942583732
CountMinSketch,,150.0,2.0,,77.0,,0.000057,,0.0,0.9916267942583732
CountMinSketch,,200.0,2.0,,85.0,,0.000077,,0.0005957603333108796,0.9916267942583732
CountMinSketch,,250.0,2.0,,102.0,,0.000098,,0.0,0.9916267942583732
CountMinSketch,,300.0,2.0,,114.0,,0.000120,,0.0,0.9916267942583732
CountMinSketch,,350.0,2.0,,127.0,,0.000138,,0.0,0.9916267942583732
CountMinSketch,,400.0,2.0,,139.0,,0.000161,,0.0,0.9916267942583732
CountMinSketch,,450.0,2.0,,152.0,,0.000186,,0.0,0.9916267942583732
CountMinSketch,,500.0,2.0,,164.0,,0.000205,,0.0,0.9916267942583732
CountMinSketch,,550.0,2.0,,177.0,,0.000228,,0.0,0.9916267942583732
CountMinSketch,,600.0,2.0,,189.0,,0.000247,,0.0,0.9916267942583732
CountMinSketch,,650.0,2.0,,198.0,,0.000269,,0.0005957603333108796,0.9916267942583732
CountMinSketch,,700.0,2.0,,214.0,,0.000292,,0.0,0.9916267942583732
CountMinSketch,,750.0,2.0,,227.0,,0.000311,,0.0,0.9916267942583732
CountMinSketch,,800.0,2.0,,239.0,,0.000330,,0.0,0.9916267942583732
CountMinSketch,,850.0,2.0,,252.0,,0.000352,,0.0,0.9916267942583732
CountMinSketch,,900.0,2.0,,264.0,,0.000376,,0.0,0.9916267942583732
CountMinSketch,,950.0,2.0,,277.0,,0.000401,,0.0,0.9916267942583732
CountMinSketch,,1000.0,2.0,,289.0,,0.000419,,0.0,0.9916267942583732
